currently_attending_title,currently_attending_County_Sub_County,currently_attending_Total_astrsk,currently_attending_Pre_Primary,currently_attending_Primary,currently_attending_Secondary,currently_attending_Middle_Level_slash_Technical_and_Vocational_Training_TVET,currently_attending_University,currently_attending_Adult_Basic_Education,currently_attending_Madrasa_slash_Duksi,currently_attending_Dont_Know,currently_attending_Not_Stated,highest_edu_title,highest_edu_County_slash_Sub_County,highest_edu_Total_astrsk,highest_edu_Pre_Primary,highest_edu_Primary,highest_edu_Secondary,highest_edu_Middle Level_Technical_and_Vocational_Training_TVET,highest_edu_University,highest_edu_Adult_Basic_Education,highest_edu_Madrasa_slash_Duksi,highest_edu_None,highest_edu_Dont_Know,highest_edu_Not_Stated
POKOT CENTRAL,Female,"20,736","4,800","13,216","2,372",185,95,38,-,30,-,POKOT CENTRAL,Female,"27,589","2,036","17,396","2,447",575,137,36,-,"4,899",41,105
POKOT NORTH,POKOT NORTH,"27,221","6,693","16,267","3,597",321,258,48,-,37,-,POKOT NORTH,POKOT NORTH,"33,944","2,890","18,158","4,292","1,156",433,45,1,"6,823",21,48
POKOT NORTH,Male,"13,774","3,314","7,896","2,146",187,182,27,-,22,-,POKOT NORTH,Male,"17,446","1,393","8,854","2,704",712,316,24,1,"3,373",20,57
POKOT NORTH,Female,"13,447","3,379","8,371","1,451",134,76,21,-,15,-,POKOT NORTH,Female,"16,498","1,497","9,304","1,588",444,117,21,-,"3,450",74,90
POKOT SOUTH,POKOT SOUTH,"41,818","8,941","24,099","7,366",704,556,90,-,62,-,POKOT SOUTH,POKOT SOUTH,"56,673","4,419","31,261","8,626","2,275",773,79,-,"9,076",48,46
POKOT SOUTH,Male,"21,211","4,578","12,078","3,784",333,361,38,-,39,-,POKOT SOUTH,Male,"28,727","2,252","15,280","4,739","1,162",518,32,-,"4,650",26,44
POKOT SOUTH,Female,"20,605","4,363","12,019","3,582",371,195,52,-,23,-,POKOT SOUTH,Female,"27,944","2,166","15,981","3,887","1,113",255,47,-,"4,425",236,275
WEST POKOT,WEST POKOT,"74,570","15,097","43,022","13,240","1,358","1,415",210,2,226,-,WEST POKOT,WEST POKOT,"112,515","10,535","56,350","20,332","5,575","3,267",210,-,"15,735",140,153
WEST POKOT,Male,"37,936","7,714","21,542","6,979",617,851,117,1,115,-,WEST POKOT,Male,"57,423","5,290","27,891","11,193","2,638","1,967",115,-,"8,036",96,122
WEST POKOT,Female,"36,634","7,383","21,480","6,261",741,564,93,1,111,-,WEST POKOT,Female,"55,092","5,245","28,459","9,139","2,937","1,300",95,-,"7,699",345,300
SAMBURU,SAMBURU,"86,608","21,871","48,614","12,881","1,685","1,192",158,4,203,-,SAMBURU,SAMBURU,"120,230","9,441","58,228","20,750","6,176","2,613",148,-,"22,229",211,165
SAMBURU,Male,"46,092","11,378","25,090","7,597","1,008",815,92,1,111,-,SAMBURU,Male,"65,075","4,825","30,075","12,563","3,744","1,854",89,-,"11,549",134,135
SAMBURU,Female,"40,515","10,492","23,524","5,284",677,377,66,3,92,-,SAMBURU,Female,"55,154","4,616","28,153","8,187","2,432",759,59,-,"10,679",218,232
SAMBURU CENTRAL,SAMBURU CENTRAL,"55,364","13,680","31,234","8,312","1,055",865,74,2,142,-,SAMBURU CENTRAL,SAMBURU CENTRAL,"77,389","5,722","38,119","13,291","3,949","1,908",70,-,"13,880",131,126
SAMBURU CENTRAL,Male,"29,444","7,117","16,127","4,889",605,582,45,1,78,-,SAMBURU CENTRAL,Male,"41,684","2,900","19,743","7,945","2,271","1,317",45,-,"7,206",87,106
SAMBURU CENTRAL,Female,"25,920","6,563","15,107","3,423",450,283,29,1,64,-,SAMBURU CENTRAL,Female,"35,705","2,822","18,376","5,346","1,678",591,25,-,"6,674",91,49
SAMBURU EAST,SAMBURU EAST,"17,726","4,396","9,993","2,633",438,179,41,1,45,-,SAMBURU EAST,SAMBURU EAST,"25,288","1,961","12,277","4,485","1,466",435,35,-,"4,489",57,28
SAMBURU EAST,Male,"9,425","2,293","5,144","1,536",278,123,26,-,25,-,SAMBURU EAST,Male,"13,688","1,009","6,295","2,709",907,318,23,-,"2,342",34,21
SAMBURU EAST,Female,"8,301","2,103","4,849","1,097",160,56,15,1,20,-,SAMBURU EAST,Female,"11,600",952,"5,982","1,776",559,117,12,-,"2,147",36,19
SAMBURU NORTH,SAMBURU NORTH,"13,518","3,795","7,387","1,936",192,148,43,1,16,-,SAMBURU NORTH,SAMBURU NORTH,"17,553","1,758","7,832","2,974",761,270,43,-,"3,860",23,11
SAMBURU NORTH,Male,"7,223","1,968","3,819","1,172",125,110,21,-,8,-,SAMBURU NORTH,Male,"9,703",916,"4,037","1,909",566,219,21,-,"2,001",13,8
SAMBURU NORTH,Female,"6,294","1,826","3,568",764,67,38,22,1,8,-,SAMBURU NORTH,Female,"7,849",842,"3,795","1,065",195,51,22,-,"1,858","1,512","1,375"
TRANS NZOIA,TRANS NZOIA,"440,977","78,093","258,680","86,362","8,872","7,769",457,3,741,-,TRANS NZOIA,TRANS NZOIA,"807,667","53,584","431,851","182,554","37,608","18,580",442,1,"80,160",879,735
TRANS NZOIA,Male,"224,218","39,829","131,907","43,166","4,089","4,560",241,-,426,-,TRANS NZOIA,Male,"400,680","26,744","210,971","91,074","17,835","11,357",238,1,"40,846",633,640
TRANS NZOIA,Female,"216,747","38,263","126,763","43,195","4,783","3,209",216,3,315,-,TRANS NZOIA,Female,"406,969","26,838","220,869","91,477","19,772","7,223",204,-,"39,313",305,303
TRANS NZOIA WEST,TRANS NZOIA WEST,"87,077","15,921","50,603","16,875","2,041","1,442",40,1,154,-,TRANS NZOIA WEST,TRANS NZOIA WEST,"165,100","8,202","89,139","40,080","7,678","3,177",37,-,"16,179",186,164
TRANS NZOIA WEST,Male,"44,064","8,103","25,650","8,406",947,854,21,-,83,-,TRANS NZOIA WEST,Male,"82,214","4,127","43,295","20,403","3,785","2,002",21,-,"8,231",119,139
TRANS NZOIA WEST,Female,"43,011","7,818","24,951","8,469","1,094",588,19,1,71,-,TRANS NZOIA WEST,Female,"82,883","4,075","45,842","19,676","3,893","1,175",16,-,"7,948",400,407
TRANS NZOIA EAST,TRANS NZOIA EAST,"105,393","17,444","62,221","21,367","2,004","2,069",62,-,226,-,TRANS NZOIA EAST,TRANS NZOIA EAST,"187,681","8,824","104,162","43,337","8,557","4,089",57,1,"17,847",219,205
TRANS NZOIA EAST,Male,"53,788","8,886","31,899","10,727",900,"1,213",30,-,133,-,TRANS NZOIA EAST,Male,"93,324","4,511","51,085","21,624","4,049","2,517",30,1,"9,083",181,202
TRANS NZOIA EAST,Female,"51,600","8,557","30,318","10,640","1,104",856,32,-,93,-,TRANS NZOIA EAST,Female,"94,351","4,311","53,074","21,713","4,508","1,572",27,-,"8,763",374,302
KWANZA,KWANZA,"91,168","16,297","54,486","17,131","1,546","1,332",210,1,165,-,KWANZA,KWANZA,"163,735","16,789","84,278","34,275","7,163","3,303",208,-,"17,043",213,169
KWANZA,Male,"46,409","8,329","27,894","8,474",719,794,112,-,87,-,KWANZA,Male,"81,182","8,339","41,219","16,921","3,450","2,063",112,-,"8,696",161,133
KWANZA,Female,"44,758","7,968","26,592","8,656",827,538,98,1,78,-,KWANZA,Female,"82,550","8,450","43,058","17,353","3,712","1,240",96,-,"8,347",113,115
ENDEBESS,ENDEBESS,"50,202","9,970","30,818","8,259",621,431,57,-,46,-,ENDEBESS,ENDEBESS,"87,680","8,467","51,126","14,608","2,108",862,59,-,"10,222",69,61
ENDEBESS,Male,"25,839","5,118","15,768","4,316",302,280,28,-,27,-,ENDEBESS,Male,"44,520","4,184","25,235","7,960","1,131",605,30,-,"5,245",44,54
ENDEBESS,Female,"24,361","4,852","15,048","3,943",319,151,29,-,19,-,ENDEBESS,Female,"43,157","4,283","25,888","6,648",977,257,29,-,"4,977",320,248
KIMININI,KIMININI,"107,137","18,461","60,552","22,730","2,660","2,495",88,1,150,-,KIMININI,KIMININI,"203,471","11,302","103,146","50,254","12,102","7,149",81,-,"18,869",192,136
KIMININI,Male,"54,118","9,393","30,696","11,243","1,221","1,419",50,-,96,-,KIMININI,Male,"99,440","5,583","50,137","24,166","5,420","4,170",45,-,"9,591",128,112
KIMININI,Female,"53,017","9,068","29,854","11,487","1,439","1,076",38,1,54,-,KIMININI,Female,"104,028","5,719","53,007","26,087","6,682","2,979",36,-,"9,278","2,148","1,301"
UASIN GISHU,UASIN GISHU,"480,402","81,478","253,451","100,063","24,520","19,660",362,13,855,-,UASIN GISHU,UASIN GISHU,"982,670","43,537","448,585","266,209","88,308","48,856",328,6,"83,392","1,161",728
UASIN GISHU,Male,"241,839","42,019","128,836","48,988","10,984","10,363",192,10,447,-,UASIN GISHU,Male,"491,510","22,206","223,415","134,529","39,932","26,374",175,3,"42,987",987,572
UASIN GISHU,Female,"238,555","39,457","124,613","51,073","13,536","9,296",170,3,407,-,UASIN GISHU,Female,"491,139","21,331","225,165","131,673","48,373","22,479",153,3,"40,403",259,95
AINABKOI,AINABKOI,"57,988","9,257","30,335","12,770","2,886","2,621",36,2,81,-,AINABKOI,AINABKOI,"117,289","4,858","51,897","31,360","11,631","7,500",32,-,"9,657",142,47
AINABKOI,Male,"29,057","4,808","15,410","6,180","1,261","1,340",17,-,41,-,AINABKOI,Male,"58,348","2,426","26,095","15,634","5,193","3,798",16,-,"4,997",117,48
AINABKOI,Female,"28,931","4,449","14,925","6,590","1,625","1,281",19,2,40,-,AINABKOI,Female,"58,941","2,432","25,802","15,726","6,438","3,702",16,-,"4,660",376,268
KAPSERET,KAPSERET,"77,598","12,750","37,485","15,482","7,160","4,506",42,-,173,-,KAPSERET,KAPSERET,"171,715","6,143","69,354","51,007","20,164","11,456",37,-,"12,910",210,145
KAPSERET,Male,"38,581","6,525","18,806","7,451","3,410","2,283",20,-,86,-,KAPSERET,Male,"86,038","3,091","34,623","26,031","9,282","6,028",18,-,"6,610",166,123
KAPSERET,Female,"39,017","6,225","18,679","8,031","3,750","2,223",22,-,87,-,KAPSERET,Female,"85,673","3,052","34,730","24,974","10,881","5,428",19,-,"6,300",259,78
KESSES,KESSES,"65,544","10,917","35,534","14,085","2,421","2,473",29,1,84,-,KESSES,KESSES,"125,458","5,915","62,591","30,470","9,423","5,396",26,-,"11,300",128,43
KESSES,Male,"33,580","5,712","18,317","7,064","1,097","1,332",17,1,40,-,KESSES,Male,"63,271","3,127","31,477","15,351","4,264","2,961",13,-,"5,907",131,35
KESSES,Female,"31,962","5,205","17,216","7,021","1,324","1,140",12,-,44,-,KESSES,Female,"62,184","2,788","31,113","15,119","5,158","2,434",13,-,"5,393",278,200
MOIBEN,MOIBEN,"73,257","11,924","37,835","15,841","3,556","3,900",65,-,136,-,MOIBEN,MOIBEN,"152,275","5,862","66,472","41,659","15,547","10,063",61,1,"12,132",148,105
MOIBEN,Male,"36,585","6,107","19,275","7,614","1,466","2,023",30,-,70,-,MOIBEN,Male,"75,484","2,934","33,262","20,672","6,673","5,448",29,1,"6,212",130,95
MOIBEN,Female,"36,672","5,817","18,560","8,227","2,090","1,877",35,-,66,-,MOIBEN,Female,"76,789","2,928","33,208","20,987","8,874","4,615",32,-,"5,920",366,247
SOY,SOY,"100,702","17,615","55,793","20,587","3,636","2,828",89,-,154,-,SOY,SOY,"192,028","9,764","98,152","47,852","12,012","5,690",83,2,"17,860",197,155
SOY,Male,"51,374","9,112","28,651","10,279","1,625","1,578",43,-,86,-,SOY,Male,"96,177","5,067","48,896","23,928","5,453","3,215",42,1,"9,223",169,91
SOY,Female,"49,326","8,502","27,142","10,308","2,011","1,250",46,-,67,-,SOY,Female,"95,846","4,697","49,256","23,923","6,558","2,474",41,1,"8,636",610,413
TURBO,TURBO,"105,313","19,015","56,469","21,298","4,861","3,332",101,10,227,-,TURBO,TURBO,"223,905","10,995","100,119","63,861","19,531","8,751",89,3,"19,533",336,233
TURBO,Male,"52,662","9,755","28,377","10,400","2,125","1,807",65,9,124,-,TURBO,Male,"112,192","5,561","49,062","32,913","9,067","4,924",57,1,"10,038",274,180
TURBO,Female,"52,647","9,259","28,091","10,896","2,736","1,525",36,1,103,-,TURBO,Female,"111,706","5,434","51,056","30,944","10,464","3,826",32,2,"9,494",808,644
ELGEYO/MARAKWET,ELGEYO/MARAKWET,"203,979","38,412","117,050","39,314","4,910","3,723",223,1,346,-,ELGEYO/MARAKWET,ELGEYO/MARAKWET,"363,177","22,797","193,605","78,023","19,913","7,821",229,1,"39,336",472,352
ELGEYO/MARAKWET,Male,"103,310","19,750","59,473","19,447","2,327","1,995",128,1,189,-,ELGEYO/MARAKWET,Male,"183,740","11,781","96,142","40,644","9,548","4,452",131,1,"20,217",336,292
ELGEYO/MARAKWET,Female,"100,663","18,662","57,573","19,866","2,583","1,727",95,-,157,-,ELGEYO/MARAKWET,Female,"179,428","11,015","97,458","37,378","10,364","3,368",98,-,"19,119",206,89
KEIYO NORTH,KEIYO NORTH,"42,628","7,694","23,516","8,821","1,474","1,055",18,-,50,-,KEIYO NORTH,KEIYO NORTH,"83,235","4,781","41,173","20,522","6,011","2,526",17,-,"7,910",126,47
KEIYO NORTH,Male,"21,499","4,013","12,047","4,236",637,526,12,-,28,-,KEIYO NORTH,Male,"41,815","2,471","20,618","10,390","2,680","1,344",10,-,"4,129",80,42
KEIYO NORTH,Female,"21,128","3,681","11,468","4,585",837,529,6,-,22,-,KEIYO NORTH,Female,"41,419","2,310","20,554","10,132","3,331","1,182",7,-,"3,781",278,404
KEIYO SOUTH,KEIYO SOUTH,"53,990","9,057","30,641","11,456","1,602","1,042",54,1,137,-,KEIYO SOUTH,KEIYO SOUTH,"100,537","6,846","53,041","22,680","5,813","2,129",57,-,"9,289",168,220
KEIYO SOUTH,Male,"27,641","4,672","15,835","5,679",817,530,31,1,76,-,KEIYO SOUTH,Male,"51,261","3,558","26,940","11,649","2,789","1,114",32,-,"4,791",110,184
KEIYO SOUTH,Female,"26,348","4,385","14,806","5,777",785,511,23,-,61,-,KEIYO SOUTH,Female,"49,273","3,288","26,101","11,030","3,023","1,014",25,-,"4,498",161,31
MARAKWET EAST,MARAKWET EAST,"45,934","10,132","27,007","7,411",626,617,83,-,58,-,MARAKWET EAST,MARAKWET EAST,"70,984","5,328","38,935","12,431","2,690","1,016",81,1,"10,310",86,18
MARAKWET EAST,Male,"23,055","5,231","13,350","3,764",284,349,42,-,35,-,MARAKWET EAST,Male,"35,834","2,707","18,659","6,949","1,393",669,42,1,"5,310",75,13
MARAKWET EAST,Female,"22,878","4,901","13,656","3,647",342,268,41,-,23,-,MARAKWET EAST,Female,"35,149","2,620","20,276","5,482","1,297",347,39,-,"5,000",163,120
MARAKWET WEST,MARAKWET WEST,"61,427","11,529","35,886","11,626","1,208","1,009",68,-,101,-,MARAKWET WEST,MARAKWET WEST,"108,421","5,842","60,456","22,390","5,399","2,150",74,-,"11,827",92,67
MARAKWET WEST,Male,"31,115","5,834","18,241","5,768",589,590,43,-,50,-,MARAKWET WEST,Male,"54,830","3,045","29,925","11,656","2,686","1,325",47,-,"5,987",71,53
MARAKWET WEST,Female,"30,309","5,695","17,643","5,857",619,419,25,-,51,-,MARAKWET WEST,Female,"53,587","2,797","30,527","10,734","2,713",825,27,-,"5,840","1,796","1,120"
NANDI,NANDI,"390,831","67,337","225,229","77,476","11,435","8,234",518,1,601,-,NANDI,NANDI,"744,256","49,297","409,504","152,581","42,676","17,229",518,4,"69,531",982,622
NANDI,Male,"199,523","34,569","115,923","38,387","5,258","4,743",287,-,356,-,NANDI,Male,"373,405","25,091","202,804","77,805","20,192","9,956",286,2,"35,665",814,498
NANDI,Female,"191,303","32,766","109,303","39,089","6,177","3,491",231,1,245,-,NANDI,Female,"370,835","24,206","206,687","74,775","22,484","7,273",232,2,"33,864",267,118
CHESUMEI,CHESUMEI,"69,608","11,320","38,932","14,302","2,467","2,456",40,1,90,-,CHESUMEI,CHESUMEI,"140,057","7,662","73,354","32,577","9,943","4,499",55,1,"11,581",148,72
CHESUMEI,Male,"35,299","5,780","20,040","6,909","1,099","1,391",29,-,51,-,CHESUMEI,Male,"69,601","3,919","36,217","16,297","4,526","2,470",36,1,"5,915",119,46
CHESUMEI,Female,"34,308","5,539","18,892","7,393","1,368","1,065",11,1,39,-,CHESUMEI,Female,"70,453","3,743","37,135","16,280","5,417","2,029",19,-,"5,665",558,119
NANDI CENTRAL,NANDI CENTRAL,"62,865","10,406","36,226","12,684","1,834","1,421",187,-,107,-,NANDI CENTRAL,NANDI CENTRAL,"123,620","9,404","65,934","25,410","7,635","3,611",180,-,"10,769",290,58
NANDI CENTRAL,Male,"32,004","5,318","18,647","6,204",847,842,91,-,55,-,NANDI CENTRAL,Male,"61,703","4,798","32,574","12,813","3,481","2,092",88,-,"5,509",268,61
NANDI CENTRAL,Female,"30,860","5,088","17,578","6,480",987,579,96,-,52,-,NANDI CENTRAL,Female,"61,913","4,606","33,357","12,596","4,154","1,519",92,-,"5,260",200,194
NANDI EAST,NANDI EAST,"51,575","9,510","29,402","9,792","1,701","1,026",46,-,98,-,NANDI EAST,NANDI EAST,"101,090","7,785","54,101","20,401","6,226","2,381",49,1,"9,752",113,98
NANDI EAST,Male,"26,083","4,877","14,895","4,834",807,583,29,-,58,-,NANDI EAST,Male,"51,192","3,978","26,913","10,699","2,994","1,371",31,1,"4,994",87,96
NANDI EAST,Female,"25,492","4,633","14,507","4,958",894,443,17,-,40,-,NANDI EAST,Female,"49,896","3,807","27,186","9,702","3,232","1,010",18,-,"4,758",287,254
NANDI NORTH,NANDI NORTH,"75,700","12,956","43,886","15,010","2,168","1,465",69,-,146,-,NANDI NORTH,NANDI NORTH,"138,862","7,730","78,372","29,100","7,036","2,733",67,1,"13,282",169,136
NANDI NORTH,Male,"38,889","6,692","22,720","7,523",993,831,34,-,96,-,NANDI NORTH,Male,"69,415","3,885","38,693","14,789","3,301","1,569",35,-,"6,838",118,118
NANDI NORTH,Female,"36,809","6,264","21,164","7,487","1,175",634,35,-,50,-,NANDI NORTH,Female,"69,444","3,845","39,676","14,311","3,735","1,164",32,1,"6,444",341,263
NANDI SOUTH,NANDI SOUTH,"77,802","13,512","45,080","15,794","2,079","1,137",106,-,94,-,NANDI SOUTH,NANDI SOUTH,"145,263","10,149","80,981","28,838","7,671","2,631",103,1,"14,285",176,152
NANDI SOUTH,Male,"39,675","6,904","23,276","7,754",961,660,65,-,55,-,NANDI SOUTH,Male,"72,624","5,138","40,096","14,335","3,789","1,584",61,-,"7,293",165,111
NANDI SOUTH,Female,"38,127","6,608","21,804","8,040","1,118",477,41,-,39,-,NANDI SOUTH,Female,"72,636","5,011","40,882","14,503","3,882","1,047",42,1,"6,992",143,172
TINDERET,TINDERET,"53,281","9,633","31,703","9,894","1,186",729,70,-,66,-,TINDERET,TINDERET,"95,364","6,567","56,762","16,255","4,165","1,374",64,-,"9,862",86,106
TINDERET,Male,"27,573","4,998","16,345","5,163",551,436,39,-,41,-,TINDERET,Male,"48,870","3,373","28,311","8,872","2,101",870,35,-,"5,116",57,66
TINDERET,Female,"25,707","4,634","15,358","4,731",635,293,31,-,25,-,TINDERET,Female,"46,493","3,194","28,451","7,383","2,064",504,29,-,"4,745","1,279",889
BARINGO,BARINGO,"253,878","46,616","145,199","49,723","6,398","5,085",333,1,523,-,BARINGO,BARINGO,"445,727","24,456","226,431","100,918","31,394","12,366",322,2,"47,670",675,479
BARINGO,Male,"130,797","24,297","74,759","25,338","3,052","2,894",179,-,278,-,BARINGO,Male,"227,913","12,548","114,103","52,734","15,091","7,267",177,1,"24,838",604,410
BARINGO,Female,"123,075","22,317","70,438","24,383","3,346","2,191",154,1,245,-,BARINGO,Female,"217,804","11,908","112,324","48,182","16,302","5,099",145,-,"22,830",294,92
BARINGO CENTRAL,BARINGO CENTRAL,"42,317","6,598","23,342","9,487","1,592","1,210",12,-,76,-,BARINGO CENTRAL,BARINGO CENTRAL,"81,414","3,687","37,990","20,971","8,201","3,408",14,-,"6,757",144,47
BARINGO CENTRAL,Male,"21,287","3,426","11,772","4,639",740,666,5,-,39,-,BARINGO CENTRAL,Male,"40,778","1,843","18,943","10,609","3,772","1,914",6,-,"3,500",150,45
BARINGO CENTRAL,Female,"21,030","3,172","11,570","4,848",852,544,7,-,37,-,BARINGO CENTRAL,Female,"40,636","1,844","19,047","10,362","4,429","1,494",8,-,"3,257",231,246
BARINGO NORTH,BARINGO NORTH,"47,924","8,379","28,250","9,441",928,773,45,-,108,-,BARINGO NORTH,BARINGO NORTH,"82,312","4,405","44,545","17,096","5,473","1,704",38,1,"8,573",117,136
BARINGO NORTH,Male,"24,837","4,424","14,622","4,771",477,467,17,-,59,-,BARINGO NORTH,Male,"42,037","2,269","22,294","8,817","2,798","1,063",16,-,"4,527",114,110
BARINGO NORTH,Female,"23,087","3,955","13,628","4,670",451,306,28,-,49,-,BARINGO NORTH,Female,"40,273","2,136","22,250","8,279","2,675",641,22,-,"4,046",42,136
EAST POKOT,EAST POKOT,"12,743","2,968","7,226","1,990",264,172,53,-,70,-,EAST POKOT,EAST POKOT,"15,563","1,342","7,388","2,606",670,296,53,-,"3,030",24,71
EAST POKOT,Male,"6,913","1,569","3,848","1,166",144,115,34,-,37,-,EAST POKOT,Male,"8,572",718,"3,918","1,596",404,205,34,-,"1,602",18,65
EAST POKOT,Female,"5,829","1,398","3,378",824,120,57,19,-,33,-,EAST POKOT,Female,"6,990",624,"3,470","1,010",266,91,19,-,"1,427",224,122
KOIBATEK,KOIBATEK,"55,856","9,600","31,178","12,043","1,579","1,332",27,1,96,-,KOIBATEK,KOIBATEK,"111,168","5,213","55,879","28,505","8,074","3,367",26,1,"9,757",128,63
KOIBATEK,Male,"28,370","4,964","15,988","5,961",685,710,16,-,46,-,KOIBATEK,Male,"56,265","2,645","28,189","14,627","3,676","1,883",16,1,"5,037",96,59
KOIBATEK,Female,"27,484","4,636","15,189","6,081",894,622,11,1,50,-,KOIBATEK,Female,"54,901","2,568","27,689","13,877","4,398","1,484",10,-,"4,720",90,115
MARIGAT,MARIGAT,"41,259","8,706","24,451","6,770",649,595,43,-,45,-,MARIGAT,MARIGAT,"66,652","4,253","35,848","13,034","3,177","1,200",44,-,"8,891",45,66
MARIGAT,Male,"21,466","4,531","12,570","3,634",320,365,20,-,26,-,MARIGAT,Male,"34,272","2,108","17,852","7,136","1,620",798,20,-,"4,627",45,49
MARIGAT,Female,"19,792","4,175","11,880","3,136",329,230,23,-,19,-,MARIGAT,Female,"32,377","2,145","17,995","5,897","1,556",402,24,-,"4,264",232,92
MOGOTIO,MOGOTIO,"41,411","7,465","23,752","8,131","1,095",841,58,-,69,-,MOGOTIO,MOGOTIO,"72,874","4,191","37,051","16,475","5,048","2,081",52,-,"7,652",123,54
MOGOTIO,Male,"21,210","3,877","12,232","4,063",509,456,36,-,37,-,MOGOTIO,Male,"37,248","2,213","18,805","8,525","2,335","1,181",34,-,"3,978",109,38
MOGOTIO,Female,"20,199","3,587","11,520","4,067",586,385,22,-,32,-,MOGOTIO,Female,"35,624","1,978","18,245","7,950","2,713",900,18,-,"3,673",166,86
TIATY EAST,TIATY EAST,"12,368","2,900","7,000","1,861",291,162,95,-,59,-,TIATY EAST,TIATY EAST,"15,744","1,365","7,730","2,231",751,310,95,-,"3,010",94,42
TIATY EAST,Male,"6,714","1,506","3,727","1,104",177,115,51,-,34,-,TIATY EAST,Male,"8,741",752,"4,102","1,424",486,223,51,-,"1,567",72,44
TIATY EAST,Female,"5,654","1,394","3,273",757,114,47,44,-,25,-,TIATY EAST,Female,"7,003",613,"3,628",807,265,87,44,-,"1,443","1,328",393
LAIKIPIA,LAIKIPIA,"184,613","34,072","102,094","39,207","3,868","4,848",172,5,347,-,LAIKIPIA,LAIKIPIA,"396,236","16,969","200,605","106,500","25,252","10,222",119,-,"34,848",713,221
LAIKIPIA,Male,"94,751","17,510","52,306","20,082","1,879","2,693",70,3,208,-,LAIKIPIA,Male,"201,391","8,727","100,927","54,346","12,446","6,065",64,-,"17,882",615,172
LAIKIPIA,Female,"89,858","16,560","49,787","19,124","1,989","2,155",102,2,139,-,LAIKIPIA,Female,"194,837","8,242","99,673","52,153","12,806","4,157",55,-,"16,964",229,96
LAIKIPIA CENTRAL,LAIKIPIA CENTRAL,"34,143","5,689","18,542","8,263",884,650,17,-,98,-,LAIKIPIA CENTRAL,LAIKIPIA CENTRAL,"82,872","2,639","41,933","24,296","5,997","1,892",8,-,"5,782",107,50
LAIKIPIA CENTRAL,Male,"17,659","2,958","9,601","4,281",422,339,6,-,52,-,LAIKIPIA CENTRAL,Male,"41,828","1,396","21,130","12,134","2,894","1,112",4,-,"3,001",122,46
LAIKIPIA CENTRAL,Female,"16,484","2,731","8,941","3,982",462,311,11,-,46,-,LAIKIPIA CENTRAL,Female,"41,044","1,243","20,803","12,162","3,103",780,4,-,"2,781",238,78
LAIKIPIA EAST,LAIKIPIA EAST,"33,653","6,133","18,395","7,181","1,008",839,38,1,58,-,LAIKIPIA EAST,LAIKIPIA EAST,"81,439","2,728","37,031","24,895","7,244","2,915",31,-,"6,279",135,41
LAIKIPIA EAST,Male,"16,957","3,111","9,259","3,617",472,441,17,1,39,-,LAIKIPIA EAST,Male,"41,595","1,417","18,492","13,132","3,529","1,656",16,-,"3,177",103,37
LAIKIPIA EAST,Female,"16,694","3,021","9,136","3,563",536,398,21,-,19,-,LAIKIPIA EAST,Female,"39,839","1,311","18,535","11,763","3,715","1,259",15,-,"3,101",48,19
LAIKIPIA NORTH,LAIKIPIA NORTH,"11,535","3,274","6,690","1,333",89,84,45,1,19,-,LAIKIPIA NORTH,LAIKIPIA NORTH,"16,261","1,034","8,841","2,327",475,148,12,-,"3,357",34,14
LAIKIPIA NORTH,Male,"6,102","1,679","3,562",730,48,62,7,-,14,-,LAIKIPIA NORTH,Male,"8,901",540,"4,775","1,418",293,108,5,-,"1,714",14,5
LAIKIPIA NORTH,Female,"5,433","1,595","3,128",603,41,22,38,1,5,-,LAIKIPIA NORTH,Female,"7,360",494,"4,066",909,182,40,7,-,"1,643",414,130
LAIKIPIA WEST,LAIKIPIA WEST,"44,887","8,817","25,935","8,808",628,572,47,-,80,-,LAIKIPIA WEST,LAIKIPIA WEST,"85,629","4,679","47,688","19,098","3,294","1,190",44,-,"9,092",217,74
LAIKIPIA WEST,Male,"23,244","4,571","13,337","4,602",323,344,27,-,40,-,LAIKIPIA WEST,Male,"44,371","2,433","24,291","10,090","1,778",757,25,-,"4,706",197,56
LAIKIPIA WEST,Female,"21,642","4,246","12,597","4,206",305,228,20,-,40,-,LAIKIPIA WEST,Female,"41,257","2,246","23,396","9,008","1,516",433,19,-,"4,386",399,70
NYAHURURU,NYAHURURU,"60,395","10,159","32,532","13,622","1,259","2,703",25,3,92,-,NYAHURURU,NYAHURURU,"130,035","5,889","65,112","35,884","8,242","4,077",24,-,"10,338",220,42
NYAHURURU,Male,"30,789","5,191","16,547","6,852",614,"1,507",13,2,63,-,NYAHURURU,Male,"64,696","2,941","32,239","17,572","3,952","2,432",14,-,"5,284",179,28
NYAHURURU,Female,"29,605","4,967","15,985","6,770",645,"1,196",12,1,29,-,NYAHURURU,Female,"65,337","2,948","32,873","18,311","4,290","1,645",10,-,"5,053","4,494","2,602"
NAKURU,NAKURU,"843,280","153,266","464,226","176,486","24,332","23,149",429,16,"1,376",-,NAKURU,NAKURU,"1,817,950","86,017","884,543","498,450","127,430","57,798",362,4,"156,250","2,467","1,424"
NAKURU,Male,"429,850","78,693","236,584","88,992","11,283","13,325",191,9,773,-,NAKURU,Male,"910,222","43,492","434,439","254,694","59,495","33,819",165,3,"80,224","2,027","1,177"
