currently_attending_title,currently_attending_County_Sub_County,currently_attending_Total_astrsk,currently_attending_Pre_Primary,currently_attending_Primary,currently_attending_Secondary,currently_attending_Middle_Level_slash_Technical_and_Vocational_Training_TVET,currently_attending_University,currently_attending_Adult_Basic_Education,currently_attending_Madrasa_slash_Duksi,currently_attending_Dont_Know,currently_attending_Not_Stated,highest_edu_title,highest_edu_County_slash_Sub_County,highest_edu_Total_astrsk,highest_edu_Pre_Primary,highest_edu_Primary,highest_edu_Secondary,highest_edu_Middle Level_Technical_and_Vocational_Training_TVET,highest_edu_University,highest_edu_Adult_Basic_Education,highest_edu_Madrasa_slash_Duksi,highest_edu_None,highest_edu_Dont_Know,highest_edu_Not_Stated
NAKURU,Female,"413,397","74,569","227,621","87,487","13,049","9,823",238,7,603,-,NAKURU,Female,"907,648","42,520","450,066","243,730","67,932","23,976",197,1,"76,022",451,279
GILGIL,GILGIL,"72,508","12,383","38,274","18,029","2,060","1,609",37,1,115,-,GILGIL,GILGIL,"155,494","8,527","73,083","46,883","9,866","3,629",34,-,"12,742",236,156
GILGIL,Male,"37,668","6,369","19,634","9,682","1,031",874,15,1,62,-,GILGIL,Male,"78,968","4,312","35,972","25,072","4,563","2,088",14,-,"6,555",215,123
GILGIL,Female,"34,837","6,014","18,639","8,345","1,029",735,22,-,53,-,GILGIL,Female,"76,519","4,214","37,107","21,809","5,303","1,541",20,-,"6,187",206,128
KURESOI NORTH,KURESOI NORTH,"78,524","14,835","48,052","13,457","1,051",966,42,1,120,-,KURESOI NORTH,KURESOI NORTH,"144,244","8,526","86,318","28,112","4,250","1,549",44,-,"15,111",115,69
KURESOI NORTH,Male,"40,306","7,614","24,692","6,770",522,621,22,1,64,-,KURESOI NORTH,Male,"72,651","4,360","42,230","14,803","2,272","1,011",22,-,"7,769",91,59
KURESOI NORTH,Female,"38,216","7,221","23,359","6,686",529,345,20,-,56,-,KURESOI NORTH,Female,"71,590","4,165","44,088","13,307","1,978",538,22,-,"7,342",204,256
KURESOI SOUTH,KURESOI SOUTH,"70,014","12,604","43,004","11,734","1,271","1,245",39,-,117,-,KURESOI SOUTH,KURESOI SOUTH,"127,475","8,537","73,526","24,780","5,174","2,116",37,-,"12,845",129,151
KURESOI SOUTH,Male,"36,116","6,539","22,143","5,977",604,769,20,-,64,-,KURESOI SOUTH,Male,"64,618","4,412","36,034","13,120","2,698","1,384",19,-,"6,671",75,105
KURESOI SOUTH,Female,"33,896","6,065","20,859","5,757",667,476,19,-,53,-,KURESOI SOUTH,Female,"62,855","4,124","37,491","11,660","2,476",732,18,-,"6,174",258,240
MOLO,MOLO,"65,127","11,434","37,005","13,988","1,288","1,282",35,-,95,-,MOLO,MOLO,"132,470","6,204","72,276","33,617","5,792","2,458",32,-,"11,593",157,127
MOLO,Male,"33,330","5,777","19,150","6,975",595,760,18,-,55,-,MOLO,Male,"66,760","3,196","35,878","17,144","2,861","1,516",18,-,"5,863",101,113
MOLO,Female,"31,795","5,656","17,854","7,013",693,522,17,-,40,-,MOLO,Female,"65,705","3,008","36,397","16,470","2,931",942,14,-,"5,729",905,422
NAIVASHA,NAIVASHA,"122,184","23,165","65,447","26,881","3,989","2,467",43,-,192,-,NAIVASHA,NAIVASHA,"295,597","13,069","135,759","92,185","22,075","7,567",38,-,"23,577",500,221
NAIVASHA,Male,"61,761","11,880","32,758","13,692","1,882","1,420",19,-,110,-,NAIVASHA,Male,"148,476","6,450","66,444","47,380","10,857","4,526",18,-,"12,080",405,200
NAIVASHA,Female,"60,415","11,285","32,683","13,187","2,107","1,047",24,-,82,-,NAIVASHA,Female,"147,096","6,619","69,301","44,797","11,218","3,039",20,-,"11,497",547,334
NAKURU EAST,NAKURU EAST,"67,868","11,838","32,780","15,161","3,976","3,926",24,10,153,-,NAKURU EAST,NAKURU EAST,"167,180","5,172","58,102","54,965","23,894","12,141",16,1,"12,008",302,177
NAKURU EAST,Male,"33,656","5,993","16,300","7,472","1,705","2,085",9,4,88,-,NAKURU EAST,Male,"79,609","2,529","27,355","26,539","9,987","6,635",8,1,"6,076",245,157
NAKURU EAST,Female,"34,210","5,845","16,479","7,689","2,271","1,840",15,6,65,-,NAKURU EAST,Female,"87,563","2,643","30,742","28,423","13,907","5,506",8,-,"5,932",517,238
NAKURU NORTH,NAKURU NORTH,"82,270","14,859","43,262","18,877","2,582","2,503",31,-,156,-,NAKURU NORTH,NAKURU NORTH,"186,999","7,721","85,673","54,608","16,184","6,898",27,1,"15,132",272,134
NAKURU NORTH,Male,"41,720","7,624","22,062","9,327","1,154","1,450",11,-,92,-,NAKURU NORTH,Male,"91,722","3,856","41,885","26,600","7,108","4,084",9,-,"7,774",245,104
NAKURU NORTH,Female,"40,543","7,234","21,195","9,549","1,428","1,053",20,-,64,-,NAKURU NORTH,Female,"95,263","3,865","43,781","28,002","9,076","2,814",18,1,"7,357",499,243
NAKURU WEST,NAKURU WEST,"67,111","12,623","34,045","14,087","3,387","2,775",28,4,162,-,NAKURU WEST,NAKURU WEST,"167,901","5,734","65,448","58,613","16,856","7,593",18,-,"12,897",286,139
NAKURU WEST,Male,"33,350","6,387","16,942","6,850","1,479","1,589",11,3,89,-,NAKURU WEST,Male,"85,621","2,869","32,572","30,866","7,940","4,423",8,-,"6,518",213,104
NAKURU WEST,Female,"33,758","6,235","17,102","7,236","1,908","1,186",17,1,73,-,NAKURU WEST,Female,"82,272","2,864","32,874","27,745","8,914","3,170",10,-,"6,378",429,163
NJORO,NJORO,"101,530","19,870","58,333","18,808","1,631","2,735",60,-,93,-,NJORO,NJORO,"201,002","10,550","113,885","43,181","7,787","4,727",55,1,"20,224",211,89
NJORO,Male,"52,332","10,178","30,134","9,456",781,"1,705",28,-,50,-,NJORO,Male,"100,999","5,380","56,181","21,973","3,864","2,923",25,1,"10,352",218,74
NJORO,Female,"49,198","9,692","28,199","9,352",850,"1,030",32,-,43,-,NJORO,Female,"100,000","5,169","57,703","21,208","3,923","1,803",30,-,"9,872",313,230
RONGAI,RONGAI,"80,687","13,981","43,893","17,062","2,473","3,076",65,-,137,-,RONGAI,RONGAI,"167,895","7,833","79,932","44,562","12,673","8,006",36,-,"14,310",176,126
RONGAI,Male,"41,256","7,354","22,363","8,541","1,188","1,701",27,-,82,-,RONGAI,Male,"84,779","3,994","39,976","22,600","5,863","4,515",12,-,"7,517",137,104
RONGAI,Female,"39,428","6,626","21,528","8,521","1,285","1,375",38,-,55,-,RONGAI,Female,"83,112","3,839","39,954","21,962","6,809","3,491",24,-,"6,792",165,69
SUBUKIA,SUBUKIA,"35,457","5,674","20,131","8,402",624,565,25,-,36,-,SUBUKIA,SUBUKIA,"71,693","4,144","40,541","16,944","2,879","1,114",25,1,"5,811",83,35
SUBUKIA,Male,"18,355","2,978","10,406","4,250",342,351,11,-,17,-,SUBUKIA,Male,"36,019","2,134","19,912","8,597","1,482",714,12,1,"3,049",82,34
SUBUKIA,Female,"17,101","2,696","9,724","4,152",282,214,14,-,19,-,SUBUKIA,Female,"35,673","2,010","20,628","8,347","1,397",400,13,-,"2,762","1,474","1,473"
NAROK,NAROK,"481,160","106,175","292,483","67,390","7,678","5,820",636,20,958,-,NAROK,NAROK,"750,610","63,320","411,482","122,446","29,664","11,918",629,-,"108,204",845,854
NAROK,Male,"248,214","54,394","149,321","36,119","3,836","3,660",341,15,528,-,NAROK,Male,"385,487","31,766","205,132","67,546","15,820","7,811",338,-,"55,375",629,619
NAROK,Female,"232,941","51,779","143,159","31,271","3,842","2,160",295,5,430,-,NAROK,Female,"365,113","31,554","206,347","54,897","13,843","4,106",291,-,"52,827",264,168
NAROK EAST,NAROK EAST,"46,371","10,058","28,756","6,303",625,385,35,-,209,-,NAROK EAST,NAROK EAST,"69,566","5,303","38,687","11,457","2,577",806,35,-,"10,269",139,89
NAROK EAST,Male,"23,840","5,187","14,624","3,327",315,266,14,-,107,-,NAROK EAST,Male,"36,269","2,742","19,702","6,300","1,412",590,15,-,"5,280",125,79
NAROK EAST,Female,"22,531","4,871","14,132","2,976",310,119,21,-,102,-,NAROK EAST,Female,"33,297","2,561","18,985","5,157","1,165",216,20,-,"4,989",490,489
NAROK NORTH,NAROK NORTH,"99,145","20,999","58,816","14,657","2,240","2,110",92,19,212,-,NAROK NORTH,NAROK NORTH,"171,884","12,213","86,287","35,798","10,019","5,019",86,-,"21,483",290,292
NAROK NORTH,Male,"50,396","10,633","29,718","7,591","1,061","1,205",52,15,121,-,NAROK NORTH,Male,"88,857","6,298","44,038","19,156","4,820","3,036",50,-,"10,877",200,197
NAROK NORTH,Female,"48,746","10,364","29,097","7,066","1,179",905,40,4,91,-,NAROK NORTH,Female,"83,021","5,915","42,248","16,640","5,198","1,983",36,-,"10,604",183,176
NAROK SOUTH,NAROK SOUTH,"94,417","21,280","58,430","12,399","1,182",854,147,-,125,-,NAROK SOUTH,NAROK SOUTH,"142,614","13,040","81,432","20,026","4,402","1,518",148,-,"21,689",106,112
NAROK SOUTH,Male,"49,039","10,945","30,053","6,707",608,568,89,-,69,-,NAROK SOUTH,Male,"73,278","6,545","40,488","11,322","2,421","1,036",89,-,"11,159",77,64
NAROK SOUTH,Female,"45,378","10,335","28,377","5,692",574,286,58,-,56,-,NAROK SOUTH,Female,"69,335","6,495","40,944","8,703","1,981",482,59,-,"10,530",199,181
NAROK WEST,NAROK WEST,"73,667","17,273","44,879","9,500","1,002",773,79,-,161,-,NAROK WEST,NAROK WEST,"107,281","8,996","61,363","14,217","3,425","1,308",76,-,"17,516",117,106
NAROK WEST,Male,"39,063","8,918","23,533","5,398",551,531,42,-,90,-,NAROK WEST,Male,"55,867","4,581","30,944","8,151","1,977",925,41,-,"9,025",82,75
NAROK WEST,Female,"34,604","8,355","21,346","4,102",451,242,37,-,71,-,NAROK WEST,Female,"51,413","4,415","30,419","6,066","1,448",382,35,-,"8,491",99,100
TRANS MARA EAST,TRANS MARA EAST,"56,624","10,964","35,611","8,301",859,663,141,1,84,-,TRANS MARA EAST,TRANS MARA EAST,"83,904","8,132","50,536","10,269","2,438",933,141,-,"11,256",62,62
TRANS MARA EAST,Male,"29,303","5,686","18,153","4,460",441,450,67,-,46,-,TRANS MARA EAST,Male,"41,905","3,926","24,213","5,697","1,398",654,65,-,"5,828",37,38
TRANS MARA EAST,Female,"27,320","5,278","17,457","3,841",418,213,74,1,38,-,TRANS MARA EAST,Female,"41,998","4,206","26,322","4,572","1,040",279,76,-,"5,428",239,359
TRANS MARA WEST,TRANS MARA WEST,"110,934","25,601","65,991","16,229","1,770","1,034",142,-,167,-,TRANS MARA WEST,TRANS MARA WEST,"175,329","15,636","93,176","30,657","6,796","2,332",143,-,"25,991",131,193
TRANS MARA WEST,Male,"56,572","13,025","33,240","8,635",860,640,77,-,95,-,TRANS MARA WEST,Male,"89,283","7,674","45,746","16,901","3,785","1,569",78,-,"13,206",108,166
TRANS MARA WEST,Female,"54,361","12,576","32,750","7,594",910,394,65,-,72,-,TRANS MARA WEST,Female,"86,045","7,962","47,429","13,756","3,011",763,65,-,"12,785",-,-
MAU FOREST,MAU FOREST,2,-,-,1,0,1,-,-,-,-,MAU FOREST,MAU FOREST,32,-,1,22,7,2,-,-,-,-,-
MAU FOREST,Male,1,-,-,1,0,-,-,-,-,-,MAU FOREST,Male,28,-,1,19,7,1,-,-,-,-,-
MAU FOREST,Female,1,-,-,-,0,1,-,-,-,-,MAU FOREST,Female,4,-,-,3,-,1,-,-,-,"3,100","2,818"
KAJIADO,KAJIADO,"389,090","82,844","208,959","65,039","14,852","15,652",442,39,"1,262",1,KAJIADO,KAJIADO,"820,583","43,012","334,149","220,627","82,644","49,215",388,3,"84,627","1,712","1,559"
KAJIADO,Male,"195,925","42,084","104,769","32,507","7,068","8,598",207,18,673,1,KAJIADO,Male,"414,248","21,785","165,935","112,603","39,188","28,237",196,3,"43,030","1,388","1,259"
KAJIADO,Female,"193,153","40,758","104,184","32,530","7,783","7,053",235,21,589,-,KAJIADO,Female,"406,310","21,226","168,204","108,019","43,453","20,974",192,-,"41,595",922,"1,364"
ISINYA,ISINYA,"63,220","13,601","30,696","11,773","3,568","3,140",77,4,361,-,ISINYA,ISINYA,"175,419","5,195","59,988","59,076","22,265","12,693",72,-,"13,844",511,712
ISINYA,Male,"31,257","6,793","15,290","5,662","1,628","1,668",34,1,181,-,ISINYA,Male,"87,444","2,697","29,316","29,583","10,373","7,297",30,-,"6,925",411,652
ISINYA,Female,"31,962","6,808","15,406","6,110","1,940","1,472",43,3,180,-,ISINYA,Female,"87,970","2,498","30,670","29,491","11,892","5,395",42,-,"6,919",511,411
KAJIADO CENTRAL,KAJIADO CENTRAL,"63,843","15,482","36,972","8,884","1,407",765,90,28,215,-,KAJIADO CENTRAL,KAJIADO CENTRAL,"100,957","6,878","47,364","20,819","6,635","2,409",70,3,"15,857",291,255
KAJIADO CENTRAL,Male,"32,735","7,851","18,831","4,691",733,462,48,13,106,-,KAJIADO CENTRAL,Male,"52,946","3,482","24,336","11,475","3,515","1,497",45,3,"8,047",220,156
KAJIADO CENTRAL,Female,"31,107","7,631","18,140","4,193",674,303,42,15,109,-,KAJIADO CENTRAL,Female,"48,010","3,396","23,027","9,344","3,120",912,25,-,"7,810",863,471
KAJIADO NORTH,KAJIADO NORTH,"102,623","18,681","47,717","20,171","6,123","9,538",54,6,332,1,KAJIADO NORTH,KAJIADO NORTH,"269,219","8,799","91,039","84,137","37,049","27,823",42,-,"18,996",481,254
KAJIADO NORTH,Male,"50,880","9,421","23,680","9,616","2,825","5,132",19,3,183,1,KAJIADO NORTH,Male,"131,968","4,353","43,615","41,548","16,617","15,501",20,-,"9,579",382,217
KAJIADO NORTH,Female,"51,740","9,260","24,036","10,555","3,297","4,405",35,3,149,-,KAJIADO NORTH,Female,"137,240","4,446","47,420","42,588","20,429","12,319",22,-,"9,417",300,329
KAJIADO WEST,KAJIADO WEST,"64,855","15,035","36,458","10,049","1,851","1,250",61,-,151,-,KAJIADO WEST,KAJIADO WEST,"110,635","7,853","50,465","24,631","8,038","3,624",51,-,"15,344",179,189
KAJIADO WEST,Male,"33,179","7,726","18,421","5,249",916,744,33,-,90,-,KAJIADO WEST,Male,"57,365","4,030","25,685","13,121","4,016","2,220",28,-,"7,897",121,140
KAJIADO WEST,Female,"31,673","7,309","18,034","4,800",935,506,28,-,61,-,KAJIADO WEST,Female,"53,266","3,822","24,778","11,509","4,022","1,404",23,-,"7,447",391,169
LOITOKITOK,LOITOKITOK,"70,006","15,136","43,218","9,514","1,271",609,110,-,148,-,LOITOKITOK,LOITOKITOK,"117,737","10,656","63,372","20,510","5,377","1,626",105,-,"15,531",191,101
LOITOKITOK,Male,"35,391","7,764","21,500","4,928",667,400,45,-,87,-,LOITOKITOK,Male,"60,277","5,346","31,740","10,870","2,918","1,090",46,-,"7,975",200,68
LOITOKITOK,Female,"34,612","7,371","21,717","4,585",604,209,65,-,61,-,LOITOKITOK,Female,"57,457","5,310","31,631","9,639","2,459",536,59,-,"7,555",113,74
MASHUURU,MASHUURU,"24,543","4,909","13,898","4,648",632,350,50,1,55,-,MASHUURU,MASHUURU,"46,616","3,631","21,921","11,454","3,280","1,040",48,-,"5,055",59,48
MASHUURU,Male,"12,483","2,529","7,047","2,361",299,192,28,1,26,-,MASHUURU,Male,"24,248","1,877","11,243","6,006","1,749",632,27,-,"2,607",54,26
MASHUURU,Female,"12,059","2,379","6,851","2,287",333,158,22,-,29,-,MASHUURU,Female,"22,367","1,754","10,678","5,448","1,531",408,21,-,"2,447","1,318",897
KERICHO,KERICHO,"387,109","62,460","221,847","80,315","11,364","10,435",248,2,438,-,KERICHO,KERICHO,"761,280","40,246","407,704","174,656","50,155","22,045",243,-,"64,016",768,492
KERICHO,Male,"197,586","32,027","113,482","40,385","5,363","5,960",124,2,243,-,KERICHO,Male,"383,958","20,448","199,521","91,483","25,335","13,001",125,-,"32,785",550,405
KERICHO,Female,"189,513","30,432","108,359","39,928","6,000","4,475",124,-,195,-,KERICHO,Female,"377,298","19,796","208,167","83,168","24,820","9,044",118,-,"31,230",166,73
BELGUT,BELGUT,"60,638","8,431","34,423","13,603","2,053","2,033",16,-,79,-,BELGUT,BELGUT,"126,487","6,282","65,717","31,872","9,543","4,225",17,-,"8,592",94,35
BELGUT,Male,"30,818","4,300","17,531","6,826",983,"1,131",7,-,40,-,BELGUT,Male,"63,851","3,236","31,981","16,849","4,864","2,405",9,-,"4,378",72,38
BELGUT,Female,"29,820","4,131","16,892","6,777","1,070",902,9,-,39,-,BELGUT,Female,"62,636","3,046","33,736","15,023","4,679","1,820",8,-,"4,214",272,173
BURETI,BURETI,"86,254","13,583","47,997","19,278","2,842","2,394",59,-,101,-,BURETI,BURETI,"170,168","8,587","88,030","42,381","11,651","5,121",61,-,"13,892",159,102
BURETI,Male,"43,631","6,925","24,469","9,419","1,350","1,385",30,-,53,-,BURETI,Male,"84,965","4,358","42,733","21,589","5,914","3,016",30,-,"7,064",113,71
BURETI,Female,"42,621","6,658","23,526","9,859","1,492","1,009",29,-,48,-,BURETI,Female,"85,199","4,228","45,294","20,792","5,737","2,105",31,-,"6,828",303,186
KERICHO EAST,KERICHO EAST,"67,745","10,939","37,672","13,763","2,595","2,647",43,-,86,-,KERICHO EAST,KERICHO EAST,"144,922","5,676","72,506","36,280","12,322","6,435",39,-,"11,175",170,104
KERICHO EAST,Male,"34,263","5,589","19,149","6,836","1,158","1,468",20,-,43,-,KERICHO EAST,Male,"73,884","2,933","36,155","19,155","5,914","3,732",19,-,"5,702",133,82
KERICHO EAST,Female,"33,482","5,350","18,523","6,927","1,437","1,179",23,-,43,-,KERICHO EAST,Female,"71,032","2,743","36,346","17,124","6,408","2,703",20,-,"5,473",204,225
KIPKELION,KIPKELION,"55,631","10,165","32,751","10,610","1,067",907,52,1,78,-,KIPKELION,KIPKELION,"99,231","6,545","56,936","18,734","4,284","1,671",50,-,"10,582",111,120
KIPKELION,Male,"28,758","5,218","16,814","5,554",542,550,28,1,51,-,KIPKELION,Male,"50,186","3,258","27,866","9,971","2,308","1,102",28,-,"5,422",93,105
KIPKELION,Female,"26,872","4,947","15,937","5,055",525,357,24,-,27,-,KIPKELION,Female,"49,042","3,287","29,068","8,762","1,976",569,22,-,"5,160",203,118
LONDIANI,LONDIANI,"60,196","10,107","34,803","12,439","1,419","1,358",28,-,42,-,LONDIANI,LONDIANI,"115,539","7,349","63,856","25,289","6,069","2,358",22,-,"10,275",125,65
LONDIANI,Male,"30,865","5,160","17,840","6,348",676,805,11,-,25,-,LONDIANI,Male,"58,013","3,713","31,296","13,153","3,031","1,387",9,-,"5,234",78,53
LONDIANI,Female,"29,325","4,946","16,959","6,090",743,553,17,-,17,-,LONDIANI,Female,"57,516","3,635","32,554","12,134","3,038",971,13,-,"5,040",170,122
SOIN SIGOWET,SOIN SIGOWET,"56,645","9,235","34,201","10,622","1,388","1,096",50,1,52,-,SOIN SIGOWET,SOIN SIGOWET,"104,933","5,807","60,659","20,100","6,286","2,235",54,-,"9,500",109,66
SOIN SIGOWET,Male,"29,251","4,835","17,679","5,402",654,621,28,1,31,-,SOIN SIGOWET,Male,"53,059","2,950","29,490","10,766","3,304","1,359",30,-,"4,985",61,56
SOIN SIGOWET,Female,"27,393","4,400","16,522","5,220",733,475,22,-,21,-,SOIN SIGOWET,Female,"51,873","2,857","31,169","9,333","2,982",876,24,-,"4,515","1,296",885
BOMET,BOMET,"400,330","64,231","234,857","79,100","12,007","9,333",201,2,599,-,BOMET,BOMET,"730,765","40,702","407,459","152,152","44,191","18,307",210,3,"65,560",715,475
BOMET,Male,"205,930","33,347","120,121","40,515","5,865","5,638",107,1,336,-,BOMET,Male,"367,044","20,595","195,605","81,140","23,098","11,307",112,-,"33,997",581,410
BOMET,Female,"194,390","30,882","114,729","38,585","6,141","3,695",94,1,263,-,BOMET,Female,"363,704","20,107","211,841","71,010","21,093","7,000",98,3,"31,561",242,233
BOMET EAST,BOMET EAST,"66,149","11,092","40,132","11,825","1,744","1,181",32,1,142,-,BOMET EAST,BOMET EAST,"116,913","6,773","69,080","20,722","6,081","2,378",42,2,"11,360",125,119
BOMET EAST,Male,"34,557","5,905","20,650","6,271",873,754,20,-,84,-,BOMET EAST,Male,"58,544","3,455","32,640","11,343","3,207","1,581",21,-,"6,053",117,114
BOMET EAST,Female,"31,590","5,186","19,481","5,554",871,427,12,1,58,-,BOMET EAST,Female,"58,364","3,318","36,436","9,379","2,874",797,21,2,"5,306",211,165
CHEPALUNGU,CHEPALUNGU,"80,719","12,852","48,838","15,215","1,945","1,736",37,-,96,-,CHEPALUNGU,CHEPALUNGU,"134,977","8,631","80,015","23,329","6,735","2,767",38,-,"13,086",119,95
CHEPALUNGU,Male,"41,395","6,642","24,878","7,764",936,"1,105",17,-,53,-,CHEPALUNGU,Male,"66,615","4,326","37,365","12,563","3,604","1,775",21,-,"6,747",92,70
CHEPALUNGU,Female,"39,321","6,210","23,957","7,451","1,009",631,20,-,43,-,CHEPALUNGU,Female,"68,359","4,305","42,647","10,766","3,131",992,17,-,"6,339",246,157
KONOIN,KONOIN,"71,277","11,415","41,027","14,837","2,180","1,658",53,1,106,-,KONOIN,KONOIN,"139,219","7,875","75,686","31,527","8,451","3,584",48,-,"11,645",127,76
KONOIN,Male,"36,629","5,969","20,963","7,561","1,051","1,001",25,1,58,-,KONOIN,Male,"71,443","3,980","37,532","16,972","4,458","2,190",26,-,"6,082",119,81
KONOIN,Female,"34,646","5,446","20,062","7,276","1,129",657,28,-,48,-,KONOIN,Female,"67,773","3,895","38,151","14,555","3,993","1,394",22,-,"5,563",387,189
SOTIK,SOTIK,"106,570","16,831","61,300","22,031","3,389","2,831",47,-,141,-,SOTIK,SOTIK,"191,969","10,360","103,113","43,029","12,419","5,188",47,1,"17,236",232,111
SOTIK,Male,"54,539","8,631","31,278","11,175","1,686","1,666",25,-,78,-,SOTIK,Male,"95,879","5,278","49,487","22,328","6,413","3,186",23,-,"8,821",155,78
SOTIK,Female,"52,029","8,199","30,021","10,856","1,703","1,165",22,-,63,-,SOTIK,Female,"96,087","5,082","53,625","20,700","6,006","2,002",24,1,"8,414",210,141
BOMET CENTRAL,BOMET CENTRAL,"75,615","12,041","43,560","15,192","2,749","1,927",32,-,114,-,BOMET CENTRAL,BOMET CENTRAL,"147,687","7,063","79,565","33,545","10,505","4,390",35,-,"12,233",112,74
BOMET CENTRAL,Male,"38,810","6,200","22,352","7,744","1,319","1,112",20,-,63,-,BOMET CENTRAL,Male,"74,563","3,556","38,581","17,934","5,416","2,575",21,-,"6,294",98,67
BOMET CENTRAL,Female,"36,804","5,841","21,208","7,448","1,429",815,12,-,51,-,BOMET CENTRAL,Female,"73,121","3,507","40,982","15,610","5,089","1,815",14,-,"5,939","3,308","1,903"
KAKAMEGA,KAKAMEGA,"853,032","153,022","515,692","151,152","16,498","14,362",869,12,"1,425",-,KAKAMEGA,KAKAMEGA,"1,540,079","95,203","871,892","307,854","70,741","31,321",833,2,"157,022","1,819",998
KAKAMEGA,Male,"428,345","78,499","259,308","72,772","8,038","8,441",472,8,807,-,KAKAMEGA,Male,"748,263","47,829","417,759","145,749","34,311","18,852",459,1,"80,486","1,489",905
KAKAMEGA,Female,"424,667","74,517","256,374","78,379","8,458","5,921",397,4,617,-,KAKAMEGA,Female,"791,786","47,373","454,114","162,102","36,429","12,469",374,1,"76,530",237,94
BUTERE,BUTERE,"70,110","12,979","43,070","11,955","1,153",806,76,4,67,-,BUTERE,BUTERE,"125,735","7,813","74,859","22,760","4,838","1,758",70,-,"13,306",139,55
BUTERE,Male,"35,290","6,677","21,746","5,711",575,496,45,2,38,-,BUTERE,Male,"61,302","3,944","35,830","10,841","2,515","1,102",42,-,"6,834",98,39
BUTERE,Female,"34,818","6,302","21,322","6,244",578,310,31,2,29,-,BUTERE,Female,"64,431","3,869","39,027","11,919","2,323",656,28,-,"6,472",419,256
KAKAMEGA CENTRAL,KAKAMEGA CENTRAL,"78,154","13,511","41,154","14,539","3,064","5,607",95,1,183,-,KAKAMEGA CENTRAL,KAKAMEGA CENTRAL,"160,124","8,514","73,693","39,317","14,171","9,789",86,-,"13,879",243,140
KAKAMEGA CENTRAL,Male,"38,893","6,917","20,306","6,925","1,406","3,178",56,1,104,-,KAKAMEGA CENTRAL,Male,"78,850","4,225","36,095","18,924","6,536","5,518",52,-,"7,117",176,116
KAKAMEGA CENTRAL,Female,"39,260","6,593","20,848","7,614","1,658","2,429",39,-,79,-,KAKAMEGA CENTRAL,Female,"81,272","4,289","37,597","20,393","7,635","4,271",34,-,"6,761",221,262
KAKAMEGA EAST,KAKAMEGA EAST,"73,954","12,981","46,108","12,522","1,464",672,78,1,128,-,KAKAMEGA EAST,KAKAMEGA EAST,"137,680","8,427","82,087","25,522","5,884","1,988",74,-,"13,215",118,130
KAKAMEGA EAST,Male,"37,256","6,748","23,242","5,968",780,395,43,-,80,-,KAKAMEGA EAST,Male,"67,017","4,389","39,457","11,885","2,929","1,197",43,-,"6,869",103,132
KAKAMEGA EAST,Female,"36,695","6,233","22,865","6,553",683,277,35,1,48,-,KAKAMEGA EAST,Female,"70,660","4,038","42,629","13,636","2,954",791,31,-,"6,346",331,233
